"p.theta","Time","beta","kappa","Mean.bias","Rate","Mean.rmse","Mean.ase","m.rate","true.rate","true.mean","CP","Scenario"
0.5,3,0.5,1.01,-0.937088716144165,0.30980824156696,0.747013343392706,1.20945747551596,0.289056,0.372733049065991,6.16043369783606,0.888,"censored"
0.5,3,0.5,1.30302375195705,-0.979830063789707,0.317356129663668,0.677347856962041,1.06116742931118,0.301462,0.372733049065991,6.16043369783606,0.834,"censored"
0.5,3,0.5,1.68106029521211,-0.903948679809528,0.325668209329858,0.664371635663623,1.05807491405264,0.308378,0.372733049065991,6.16043369783606,0.88,"censored"
0.5,3,0.5,2.16877375557753,-0.625466979512011,0.339287757281627,0.718508113036204,1.16676994712562,0.318314,0.372733049065991,6.16043369783606,0.938,"censored"
0.5,3,0.5,2.79798387736497,-0.706919864435338,0.341223454759211,0.673971231653392,1.08000138617579,0.32262,0.372733049065991,6.16043369783606,0.928,"censored"
0.5,3,0.5,3.60974202950439,-0.439011460656716,0.352439887037726,0.718206126681225,1.19053465096881,0.33002,0.372733049065991,6.16043369783606,0.976,"censored"
0.5,3,0.5,4.65700950780384,-0.509952734400078,0.351645056981931,0.701904414602282,1.13878896772323,0.330828,0.372733049065991,6.16043369783606,0.964,"censored"
0.5,3,0.5,6.00811287302793,-0.413702930370647,0.356160733789734,0.746772766976749,1.16972444321668,0.334414,0.372733049065991,6.16043369783606,0.968,"censored"
0.5,3,0.5,7.7512017603904,-0.250841967877559,0.362166742623408,0.761687891832667,1.23381911358746,0.338726,0.372733049065991,6.16043369783606,0.974,"censored"
0.5,3,0.5,10,-0.295433828067443,0.36196509812884,0.733345819611097,1.17848222591757,0.34047,0.372733049065991,6.16043369783606,0.978,"censored"
0.5,3,0.5,10.1,-0.29036000122276,0.362098889329555,0.736420977480606,1.17999043389513,0.340584,0.372733049065991,6.16043369783606,0.982,"censored"
0.5,3,0.5,11.3952934094239,-0.200549710735604,0.365004935332812,0.771798385163528,1.230627853235,0.341952,0.372733049065991,6.16043369783606,0.982,"censored"
0.5,3,0.5,12.8567041472137,-0.197304824423998,0.364992980290982,0.753776913885664,1.21001962323289,0.34291,0.372733049065991,6.16043369783606,0.986,"censored"
0.5,3,0.5,14.5055362411542,-0.148535254320917,0.367114605812452,0.794464167644209,1.25106682052967,0.343374,0.372733049065991,6.16043369783606,0.99,"censored"
0.5,3,0.5,16.3658258939587,-0.144770251357165,0.367517848064666,0.777219483736486,1.25442052259281,0.343334,0.372733049065991,6.16043369783606,0.992,"censored"
0.5,3,0.5,18.464691876159,-0.166688977010275,0.366638039014013,0.748901624297628,1.22401247359779,0.344014,0.372733049065991,6.16043369783606,0.984,"censored"
0.5,3,0.5,20.8327308557858,-0.143446032512094,0.367433996781857,0.766230765821064,1.23099343021077,0.34474,0.372733049065991,6.16043369783606,0.984,"censored"
0.5,3,0.5,23.5044634278453,-0.124870012933448,0.368036336998019,0.789829232933404,1.22784298199908,0.345706,0.372733049065991,6.16043369783606,0.99,"censored"
0.5,3,0.5,26.5188373456802,-0.108815121278963,0.368610767412582,0.787085594922731,1.23215961701409,0.346208,0.372733049065991,6.16043369783606,0.99,"censored"
0.5,3,0.5,29.9197952901794,-0.0942881499413231,0.369141757256445,0.786836981972416,1.23689884611334,0.346676,0.372733049065991,6.16043369783606,0.99,"censored"
0.5,3,0.5,33.7569154536131,-0.0744054125880869,0.369747076079651,0.789134869393662,1.24089952602263,0.347316,0.372733049065991,6.16043369783606,0.99,"censored"
0.5,3,0.5,38.0861342763402,-0.0989887978205166,0.369380690527516,0.825915129688788,1.23546648192567,0.346918,0.372733049065991,6.16043369783606,0.988,"censored"
0.5,3,0.5,42.9705618722388,-0.0986632495117075,0.369602041401918,0.814591561836862,1.23354825207828,0.34717,0.372733049065991,6.16043369783606,0.986,"censored"
0.5,3,0.5,48.4814020298973,-0.0570659735300501,0.371287988237705,0.786192448906826,1.26308428757905,0.347662,0.372733049065991,6.16043369783606,0.994,"censored"
0.5,3,0.5,54.6989902010809,-0.00663322148561019,0.37213193480615,0.829943044356214,1.27996939533315,0.348518,0.372733049065991,6.16043369783606,0.988,"censored"
0.5,3,0.5,61.713964607972,-0.0148451077120768,0.37188960721309,0.82583359575825,1.27447541858481,0.348444,0.372733049065991,6.16043369783606,0.99,"censored"
0.5,3,0.5,69.6285875412516,-0.00691533577962389,0.372137558965464,0.827622790003214,1.27712353119774,0.348658,0.372733049065991,6.16043369783606,0.99,"censored"
0.5,3,0.5,78.5582361105263,-0.0110825232104794,0.372159307253225,0.818706733403547,1.27342376313521,0.348694,0.372733049065991,6.16043369783606,0.992,"censored"
0.5,3,0.5,88.633084178836,-0.00744564372856793,0.372324845466112,0.820738141291871,1.2747594064038,0.348842,0.372733049065991,6.16043369783606,0.99,"censored"
0.5,3,0.5,100,-0.0050403894146589,0.372408171413097,0.824149220805979,1.27582078477543,0.348924,0.372733049065991,6.16043369783606,0.99,"censored"
0.5,3,0.5,1.01,-2.24771481719715,0.271912459356886,2.19912406907913,4.7274695645245,0.289056,0.372733049065991,6.16043369783606,0.726,"truncated"
0.5,3,0.5,1.30302375195705,-2.3258927515261,0.275632391157651,2.1105813352595,4.0970915196506,0.301462,0.372733049065991,6.16043369783606,0.68,"truncated"
0.5,3,0.5,1.68106029521211,-1.92933200801366,0.295179374676056,2.25018097709735,4.62884897222047,0.308378,0.372733049065991,6.16043369783606,0.752,"truncated"
0.5,3,0.5,2.16877375557753,-1.69751475004971,0.308458374071617,2.60846472195011,5.51150122167059,0.318314,0.372733049065991,6.16043369783606,0.788,"truncated"
0.5,3,0.5,2.79798387736497,-1.49445086091757,0.318743144230309,2.69506310380639,5.55852912685907,0.32262,0.372733049065991,6.16043369783606,0.842,"truncated"
0.5,3,0.5,3.60974202950439,-1.08220223294953,0.336041004021586,3.00759669860883,6.89989702287307,0.33002,0.372733049065991,6.16043369783606,0.836,"truncated"
0.5,3,0.5,4.65700950780384,-1.05501282636572,0.337554359669516,2.90875955799297,6.76322927378127,0.330828,0.372733049065991,6.16043369783606,0.854,"truncated"
0.5,3,0.5,6.00811287302793,-0.717295650447423,0.349414709070989,3.32369273765229,7.91677383990713,0.334414,0.372733049065991,6.16043369783606,0.876,"truncated"
0.5,3,0.5,7.7512017603904,-0.623518513729342,0.353791930237703,3.61656608849604,8.682487349516,0.338726,0.372733049065991,6.16043369783606,0.872,"truncated"
0.5,3,0.5,10,-0.523864496749013,0.357304589538452,3.49840254343676,8.1111206503099,0.34047,0.372733049065991,6.16043369783606,0.89,"truncated"
0.5,3,0.5,10.1,-0.508441820529455,0.357714837172463,3.45581279091231,8.09438406381272,0.340584,0.372733049065991,6.16043369783606,0.896,"truncated"
0.5,3,0.5,11.3952934094239,-0.492024047174833,0.358842256101693,3.5069700979352,8.66653138436911,0.341952,0.372733049065991,6.16043369783606,0.888,"truncated"
0.5,3,0.5,12.8567041472137,-0.355221822953398,0.362493046572769,3.41774503409447,8.37179030316362,0.34291,0.372733049065991,6.16043369783606,0.896,"truncated"
0.5,3,0.5,14.5055362411542,-0.344006393708851,0.363260064288644,3.27967304899188,8.33660191325912,0.343374,0.372733049065991,6.16043369783606,0.916,"truncated"
0.5,3,0.5,16.3658258939587,-0.314504192343432,0.364465702602066,3.33783841507625,8.76052272501419,0.343334,0.372733049065991,6.16043369783606,0.914,"truncated"
0.5,3,0.5,18.464691876159,-0.308285936018434,0.364625675156752,3.52301066365676,8.80705891902931,0.344014,0.372733049065991,6.16043369783606,0.898,"truncated"
0.5,3,0.5,20.8327308557858,-0.3080034584728,0.364746014571165,3.47166242388429,8.5735611070589,0.34474,0.372733049065991,6.16043369783606,0.89,"truncated"
0.5,3,0.5,23.5044634278453,-0.447844832463395,0.360366563266401,3.06990805433581,7.42591220577931,0.345706,0.372733049065991,6.16043369783606,0.9,"truncated"
0.5,3,0.5,26.5188373456802,-0.428556018125857,0.361020709588034,3.09580636664243,7.43896373486033,0.346208,0.372733049065991,6.16043369783606,0.902,"truncated"
0.5,3,0.5,29.9197952901794,-0.396809487301403,0.362167826944968,3.25066666556716,7.85659174130879,0.346676,0.372733049065991,6.16043369783606,0.902,"truncated"
0.5,3,0.5,33.7569154536131,-0.431208820223548,0.361244121386441,3.16384607529616,7.60877250695401,0.347316,0.372733049065991,6.16043369783606,0.904,"truncated"
0.5,3,0.5,38.0861342763402,-0.303202983949947,0.365164403782754,3.57097710338625,8.58768384527977,0.346918,0.372733049065991,6.16043369783606,0.906,"truncated"
0.5,3,0.5,42.9705618722388,-0.315327933031766,0.365081931639005,3.59688507384488,8.62049763196737,0.34717,0.372733049065991,6.16043369783606,0.904,"truncated"
0.5,3,0.5,48.4814020298973,-0.306804942874154,0.365907273922419,3.30364945659767,8.41118453519082,0.347662,0.372733049065991,6.16043369783606,0.908,"truncated"
0.5,3,0.5,54.6989902010809,-0.187500549632546,0.368999736123446,3.48977623406396,9.05670796746741,0.348518,0.372733049065991,6.16043369783606,0.912,"truncated"
0.5,3,0.5,61.713964607972,-0.180321793779039,0.369125214519609,3.45911012500142,8.96177127062586,0.348444,0.372733049065991,6.16043369783606,0.922,"truncated"
0.5,3,0.5,69.6285875412516,-0.187322449906084,0.368918789070067,3.42713532048282,8.93342073052324,0.348658,0.372733049065991,6.16043369783606,0.92,"truncated"
0.5,3,0.5,78.5582361105263,-0.114316412206448,0.371038255001037,3.56482983733797,9.24079014282083,0.348694,0.372733049065991,6.16043369783606,0.924,"truncated"
0.5,3,0.5,88.633084178836,-0.111019685377017,0.371201436105246,3.52237517113511,9.11684518927355,0.348842,0.372733049065991,6.16043369783606,0.916,"truncated"
