"Mean.bias","true.mean","Mean.rmse","Mean.ase","Rate","m.rate","true.rate","Time","rho","beta1","CP","Scenario"
-0.207328532915609,3.08021684891803,0.101749940131247,0.165261532276274,0.175448669050854,0.185414,0.197254138834525,5,-0.5,0.5,0.836,"censored"
-0.605171797687912,3.08021684891803,0.200056383665306,0.282261172693348,0.132633545826436,0.185414,0.197254138834525,5,-0.5,0.5,0.412,"truncated"
-0.0934358216383111,3.08021684891803,0.10172360520383,0.157472768443394,0.0351515668290355,0.053188,0.0389091952873501,10,-0.5,0.5,0.972,"censored"
-0.366288281616456,3.08021684891803,0.119744064291291,0.188110389890725,0.025104821485013,0.053188,0.0389091952873501,10,-0.5,0.5,0.502,"truncated"
-1.13558140217701,4.07552674126753,0.126594371947913,0.239750169758727,0.360440950272345,0.350528,0.478977732867339,3,-0.5,0.9,0,"censored"
-2.21047779012516,4.07552674126753,0.216462423356412,0.348520925544386,0.200180289942314,0.350528,0.478977732867339,3,-0.5,0.9,0.008,"truncated"
-0.90093198355033,4.07552674126753,0.117796149106749,0.232764285127683,0.207006688252823,0.225864,0.293219066449816,5,-0.5,0.9,0.002,"censored"
-1.93342176788443,4.07552674126753,0.1665308622521,0.257153570543638,0.0968925496627703,0.225864,0.293219066449816,5,-0.5,0.9,0,"truncated"
-0.555122088632207,4.07552674126753,0.125393981898797,0.238241380113425,0.0583916404228937,0.099248,0.0859774209297017,10,-0.5,0.9,0.288,"censored"
-1.40087078682516,4.07552674126753,0.130146907277112,0.226495191083693,0.0237826579088259,0.099248,0.0859774209297017,10,-0.5,0.9,0,"truncated"
-0.414054995990724,3.32011692273655,0.127568102461366,0.224108031996532,0.356177929955123,0.339074,0.405115674852494,3,-0.2,0.5,0.562,"censored"
-0.993552075345267,3.32011692273655,0.348581914278089,0.529766277227159,0.275420926496914,0.339074,0.405115674852494,3,-0.2,0.5,0.48,"truncated"
-0.29600300405802,3.32011692273655,0.114353524582708,0.207408532542843,0.191402475151998,0.198336,0.221801806458534,5,-0.2,0.5,0.782,"censored"
-0.825584913330512,3.32011692273655,0.219091095489715,0.336948191029224,0.134743274538089,0.198336,0.221801806458534,5,-0.2,0.5,0.294,"truncated"
-0.14763653355418,3.32011692273655,0.113739099734677,0.197835600064246,0.0427619007067628,0.0673279999999999,0.0491960413482691,10,-0.2,0.5,0.964,"censored"
-0.525609432964951,3.32011692273655,0.139851926498836,0.238721134469565,0.0279189923084962,0.0673279999999999,0.0491960413482691,10,-0.2,0.5,0.364,"truncated"
-1.83807669295317,5.19657627454597,0.173490483224629,0.408040466399606,0.409320820138887,0.359886,0.561410350443261,3,-0.2,0.9,0,"censored"
-3.01253464285679,5.19657627454597,0.137138767911801,0.598998088877995,0.253193771060227,0.359886,0.561410350443261,3,-0.2,0.9,0,"truncated"
-1.55077908777068,5.19657627454597,0.169136477107952,0.392691799731115,0.253740758607359,0.249674,0.382062158903599,5,-0.2,0.9,0.004,"censored"
-2.94806058688039,5.19657627454597,0.160793343949729,0.376538555008129,0.108209168727855,0.249674,0.382062158903599,5,-0.2,0.9,0,"truncated"
-1.09569143579227,5.19657627454597,0.167262724006092,0.408432373925793,0.0872918543064105,0.128356,0.145971493266079,10,-0.2,0.9,0.116,"censored"
-2.34232462945661,5.19657627454597,0.181745681125417,0.348208589975644,0.0300905135196324,0.128356,0.145971493266079,10,-0.2,0.9,0,"truncated"
-0.459810906799767,3.49034295746184,0.141486762633375,0.267813086015715,0.371604491682489,0.341916,0.423367623713247,3,0,0.5,0.63,"censored"
-1.11400013626569,3.49034295746184,0.383801967657078,0.60237223895877,0.282961591152614,0.341916,0.423367623713247,3,0,0.5,0.482,"truncated"
-0.33508872708031,3.49034295746184,0.126161812757612,0.247517063053912,0.20501782305934,0.206002,0.238705671898385,5,0,0.5,0.814,"censored"
-0.913805113372912,3.49034295746184,0.246539531107,0.398181078372317,0.143619388721074,0.206002,0.238705671898385,5,0,0.5,0.326,"truncated"
-0.175042968096983,3.49034295746184,0.12376785333497,0.235307496418707,0.0489812213744819,0.075998,0.0569803977964594,10,0,0.5,0.968,"censored"
-0.600070140389061,3.49034295746184,0.159407670312729,0.289658459564423,0.0314335024326947,0.075998,0.0569803977964594,10,0,0.5,0.41,"truncated"
-2.30246218089968,6.11044743223061,0.213055980664231,0.623367384197993,0.454836085161854,0.36575,0.612037079793008,3,0,0.9,0.01,"censored"
-3.55776322503934,6.11044743223061,0.182946245853708,0.967640260825882,0.308746878295267,0.36575,0.612037079793008,3,0,0.9,0.024,"truncated"
-1.98246795882115,6.11044743223061,0.224910317912315,0.599106526480366,0.29782585781597,0.261102,0.441193958949744,5,0,0.9,0.026,"censored"
-3.5273331909177,6.11044743223061,0.181167915764937,0.604936647077351,0.14433070746187,0.261102,0.441193958949744,5,0,0.9,0.002,"truncated"
-1.49348199092768,6.11044743223061,0.212910891117841,0.606677261043886,0.114643861672834,0.144226,0.194652109413748,10,0,0.9,0.196,"censored"
-3.00153751665388,6.11044743223061,0.253475880588966,0.504480390343783,0.0400926794438564,0.144226,0.194652109413748,10,0,0.9,0,"truncated"
-0.475514157874628,3.66929666761924,0.159730173872818,0.325779077756907,0.390891568289633,0.344662,0.441492000020112,3,0.2,0.5,0.76,"censored"
-1.20345309348123,3.66929666761924,0.437868283964921,0.720735682813892,0.296229085586275,0.344662,0.441492000020112,3,0.2,0.5,0.522,"truncated"
-0.351794081988448,3.66929666761924,0.141754874417467,0.299806446352513,0.221538734630066,0.212868,0.25597923139162,5,0.2,0.5,0.906,"censored"
-0.969321412829724,3.66929666761924,0.290175554293296,0.489304569477996,0.15694359212334,0.212868,0.25597923139162,5,0.2,0.5,0.466,"truncated"
-0.189791526752368,3.66929666761924,0.136486107477986,0.282872710765916,0.0564741707749439,0.083834,0.0655253669038445,10,0.2,0.5,0.982,"censored"
-0.628601109717307,3.66929666761924,0.186905628421848,0.362806924995155,0.0373015194062146,0.083834,0.0655253669038445,10,0.2,0.5,0.604,"truncated"
-2.71165341023314,7.18503219224197,0.29556855893096,0.982524679791861,0.511384246633555,0.372446,0.658668659565129,3,0.2,0.9,0.086,"censored"
-4.14799427434996,7.18503219224197,0.235335358544413,1.50547937019328,0.372393349751698,0.372446,0.658668659565129,3,0.2,0.9,0.076,"truncated"
-2.36692649599101,7.18503219224197,0.310050357385764,0.940535285498039,0.354250055270028,0.272254,0.498629917765244,5,0.2,0.9,0.17,"censored"
-4.11731820172579,7.18503219224197,0.238730193251192,0.989051692110368,0.195953449829519,0.272254,0.498629917765244,5,0.2,0.9,0.014,"truncated"
-1.86927445983666,7.18503219224197,0.284445139340554,0.92273682211972,0.152407206256339,0.157744,0.248631794890574,10,0.2,0.9,0.42,"censored"
-3.6249169705674,7.18503219224197,0.35964147268985,0.797172516456533,0.0602713837678275,0.157744,0.248631794890574,10,0.2,0.9,0.024,"truncated"
-0.410181154957484,3.95507672292058,0.203446270474934,0.4518511862977,0.429004756769685,0.349028,0.46835965368883,3,0.5,0.5,0.962,"censored"
-1.11280168037768,3.95507672292058,0.578900140706063,1.04637030964887,0.348020983574277,0.349028,0.46835965368883,3,0.5,0.5,0.76,"truncated"
-0.308416407051815,3.95507672292058,0.176126977136659,0.409429684599834,0.2538231380154,0.222532,0.282465748774098,5,0.5,0.5,0.98,"censored"
-0.910789352283872,3.95507672292058,0.387471003448405,0.723761846305417,0.193511080460948,0.222532,0.282465748774098,5,0.5,0.5,0.74,"truncated"
-0.166522579329857,3.95507672292058,0.163980809064774,0.378182165393095,0.0713948609305012,0.095058,0.0797868992305116,10,0.5,0.5,0.996,"censored"
-0.560132992009684,3.95507672292058,0.256136871207843,0.534205938960213,0.0525727728268627,0.095058,0.0797868992305116,10,0.5,0.5,0.89,"truncated"
-3.01328751847189,9.1614091116088,0.538874953319943,2.02322831390589,0.613881163230867,0.38133,0.720751729598992,3,0.5,0.9,0.776,"censored"
-5.1045176475719,9.1614091116088,0.489188535508618,2.82292422062498,0.477360914352149,0.38133,0.720751729598992,3,0.5,0.9,0.504,"truncated"
-2.72687180472132,9.1614091116088,0.522367196330776,1.86013382636318,0.459757248529798,0.28668,0.579396884229584,5,0.5,0.9,0.788,"censored"
-5.01054687506172,9.1614091116088,0.521569741669511,2.06471050059966,0.299821192684337,0.28668,0.579396884229584,5,0.5,0.9,0.24,"truncated"
-2.15932121717042,9.1614091116088,0.472770806955631,1.80173220591981,0.239753143262372,0.175552,0.33570074945495,10,0.5,0.9,0.924,"censored"
-4.11788428809408,9.1614091116088,0.696887849780496,1.89770967627336,0.137691401965027,0.175552,0.33570074945495,10,0.5,0.9,0.35,"truncated"
-0.292254080522519,4.15785784275601,0.244989911893359,0.57099611009358,0.46020860479123,0.351358,0.486010335121806,3,0.7,0.5,0.996,"censored"
-0.850586081370898,4.15785784275601,0.780691590835837,1.49468197507771,0.403696438381056,0.351358,0.486010335121806,3,0.7,0.5,0.906,"truncated"
-0.217070966028541,4.15785784275601,0.210036786570343,0.510818761321551,0.281173844204958,0.228276,0.30042945357619,5,0.7,0.5,0.996,"censored"
-0.684803094965982,4.15785784275601,0.506221995086236,1.01616364148528,0.23700955605328,0.228276,0.30042945357619,5,0.7,0.5,0.922,"truncated"
-0.111280693286509,4.15785784275601,0.189059002848153,0.461330323478165,0.0844813606074276,0.10189,0.090257856576088,10,0.7,0.5,0.998,"censored"
-0.400041177183553,4.15785784275601,0.319110245934929,0.716434446253553,0.0698699437667413,0.10189,0.090257856576088,10,0.7,0.5,0.992,"truncated"
-2.77012516627219,10.7725367288167,0.820957895386398,3.28323989967378,0.687366952317473,0.38615,0.756928911297728,3,0.7,0.9,0.992,"censored"
-5.50286813272401,10.7725367288167,1.13541144367978,4.7631366943584,0.565923843354737,0.38615,0.756928911297728,3,0.7,0.9,0.884,"truncated"
-2.51601235135137,10.7725367288167,0.751898039362405,2.98998216914322,0.54575687205102,0.294666,0.628673502680905,5,0.7,0.9,0.99,"censored"
-4.85161149588546,10.7725367288167,1.24047716352047,4.09815254015692,0.429788258320619,0.294666,0.628673502680905,5,0.7,0.9,0.798,"truncated"
-1.87423274581855,10.7725367288167,0.679377546327134,2.87747972693276,0.325039143308852,0.186266,0.395230372973078,10,0.7,0.9,0.998,"censored"
-3.58965214280999,10.7725367288167,1.17122977113365,3.83112002988961,0.248528353736594,0.186266,0.395230372973078,10,0.7,0.9,0.914,"truncated"
-0.0850363296301788,4.37103577292976,0.302999174209926,0.743895787449271,0.496608431618619,0.353818,0.503417123515349,3,0.9,0.5,1,"censored"
-0.243205169557843,4.37103577292976,1.11839270004766,2.34010122949522,0.483466134013016,0.353818,0.503417123515349,3,0.9,0.5,0.982,"truncated"
-0.0556011784260635,4.37103577292976,0.254585277903358,0.654283537219016,0.313915368188457,0.233764,0.318576184354998,5,0.9,0.5,1,"censored"
-0.219367024936597,4.37103577292976,0.692977344678278,1.52161073991934,0.299891359645193,0.233764,0.318576184354998,5,0.9,0.5,0.99,"truncated"
-0.0158584920875358,4.37103577292976,0.221798814808294,0.573081997102548,0.100648826881463,0.108312,0.101490785238189,10,0.9,0.5,1,"censored"
-0.131332750281386,4.37103577292976,0.413859049986869,0.988831220177891,0.0945472309809482,0.108312,0.101490785238189,10,0.9,0.5,1,"truncated"
-1.304779012938,12.6669976375858,1.38263659223019,6.21419077894642,0.767948242240152,0.389854,0.789120758767474,3,0.9,0.9,1,"censored"
-2.9124395234136,12.6669976375858,3.1297453779301,13.0972538627694,0.735247185800374,0.389854,0.789120758767474,3,0.9,0.9,1,"truncated"
-1.1486777425828,12.6669976375858,1.19891238648927,5.57234848445894,0.64785324199395,0.30153,0.673864296946055,5,0.9,0.9,1,"censored"
-1.89063011496612,12.6669976375858,2.70223225387062,11.1202636682559,0.628777238654498,0.30153,0.673864296946055,5,0.9,0.9,0.998,"truncated"
-0.801964860044938,12.6669976375858,1.01627878139785,5.0112944721776,0.430497968609309,0.195966,0.4540930906986,10,0.9,0.9,1,"censored"
-1.49366784974071,12.6669976375858,2.0176056652212,8.58717502941251,0.408612358611726,0.195966,0.4540930906986,10,0.9,0.9,1,"truncated"
