"Mean.bias","true.mean","Mean.rmse","Mean.ase","Rate","m.rate","true.rate","Time","rho","beta1","CP","Scenario"
-0.0810495819204369,2.78709546056585,0.105469273430952,0.10476247756575,0.330011210475338,0.332022,0.340823886762424,3,-0.9,0.5,0.85,"censored"
-0.200479723846237,2.78709546056585,0.312430068365486,0.313435174019364,0.313543663673685,0.332022,0.340823886762424,3,-0.9,0.5,0.808,"truncated"
-0.0558173774820947,2.78709546056585,0.0971317781663052,0.0945001437910977,0.160310167629603,0.16416,0.166296601819526,5,-0.9,0.5,0.886,"censored"
-0.161695710940846,2.78709546056585,0.177755637338137,0.180807177300439,0.14890125941924,0.16416,0.166296601819526,5,-0.9,0.5,0.802,"truncated"
-0.0224812456006402,2.78709546056585,0.0910545234144971,0.0888188669926652,0.0268593521529777,0.031012,0.0276545597767221,10,-0.9,0.5,0.928,"censored"
-0.0897873200955619,2.78709546056585,0.108485967651428,0.107978151634893,0.0245412494574355,0.031012,0.0276545597767221,10,-0.9,0.5,0.838,"truncated"
-0.262127234365892,2.94762570344727,0.104649269416401,0.104059804621656,0.327223765293849,0.333206,0.361400578689536,3,-0.9,0.9,0.3,"censored"
-0.611289131227914,2.94762570344727,0.257947521671395,0.257150583434519,0.276910323519965,0.333206,0.361400578689536,3,-0.9,0.9,0.342,"truncated"
-0.176786411314633,2.94762570344727,0.0957530705205187,0.0965919842383799,0.164555497060644,0.17665,0.183364280800658,5,-0.9,0.9,0.558,"censored"
-0.511251880618699,2.94762570344727,0.163911313360556,0.158925086543664,0.128448115633662,0.17665,0.183364280800658,5,-0.9,0.9,0.166,"truncated"
-0.072811652666775,2.94762570344727,0.0949009951793304,0.0929845070750597,0.0308540933753352,0.0439660000000001,0.0336224594735425,10,-0.9,0.9,0.85,"censored"
-0.296149880603854,2.94762570344727,0.103410378860554,0.105913626417232,0.0230178676091093,0.0439660000000001,0.0336224594735425,10,-0.9,0.9,0.218,"truncated"
-0.242810785355758,2.9299929005337,0.105067020067823,0.104110546377315,0.327452876792353,0.333012,0.359193777506977,3,-0.7,0.5,0.374,"censored"
-0.569826090692017,2.9299929005337,0.262494884966793,0.262226951297515,0.280523831496911,0.333012,0.359193777506977,3,-0.7,0.5,0.378,"truncated"
-0.163293996410515,2.9299929005337,0.0959805488095683,0.0963756289471298,0.164111720929086,0.175414,0.181501969062847,5,-0.7,0.5,0.588,"censored"
-0.476277713514979,2.9299929005337,0.165443175471496,0.160866341258845,0.130324691887993,0.175414,0.181501969062847,5,-0.7,0.5,0.216,"truncated"
-0.0666197387420358,2.9299929005337,0.0943245526788235,0.0925505189909559,0.0304282299938156,0.0426500000000001,0.0329429647736906,10,-0.7,0.5,0.862,"censored"
-0.273974904993705,2.9299929005337,0.104714666774981,0.106117024186545,0.0231668076094341,0.0426500000000001,0.0329429647736906,10,-0.7,0.5,0.29,"truncated"
-0.79983579847312,3.46599587097949,0.0990911784783009,0.10395194521744,0.324583077057145,0.34149,0.420819154797382,3,-0.7,0.9,0,"censored"
-1.61116860622167,3.46599587097949,0.159689910615041,0.166321283530591,0.198413650374717,0.34149,0.420819154797382,3,-0.7,0.9,0,"truncated"
-0.590060627472392,3.46599587097949,0.0957268791624011,0.102028120476823,0.175772474992871,0.205012,0.236315658636886,5,-0.7,0.9,0,"censored"
-1.37447480461401,3.46599587097949,0.129804332412699,0.123054718581571,0.0915742961589601,0.205012,0.236315658636886,5,-0.7,0.9,0,"truncated"
-0.314122396177551,3.46599587097949,0.103691769507986,0.103637784404377,0.0418896629864293,0.0748559999999999,0.0558450905169852,10,-0.7,0.9,0.18,"censored"
-0.922645570729435,3.46599587097949,0.100615715300879,0.101167435311086,0.0196079194881413,0.0748559999999999,0.0558450905169852,10,-0.7,0.9,0,"truncated"
-0.403493754286225,3.08021684891803,0.102403209406628,0.103871652178637,0.326027552700515,0.33519,0.377585818605566,3,-0.5,0.5,0.036,"censored"
-0.907628010335401,3.08021684891803,0.232503870954077,0.223880420658831,0.251367034873944,0.33519,0.377585818605566,3,-0.5,0.5,0.088,"truncated"
-0.278844694220663,3.08021684891803,0.0944886541201707,0.09817879143127,0.167823975173966,0.185414,0.197254138834525,5,-0.5,0.5,0.212,"censored"
-0.760010265053236,3.08021684891803,0.154973254750411,0.146276275895591,0.115905447959667,0.185414,0.197254138834525,5,-0.5,0.5,0.018,"truncated"
-0.1243865139075,3.08021684891803,0.097308854861947,0.0960704524026997,0.0339405737650729,0.053188,0.0389091952873501,10,-0.5,0.5,0.726,"censored"
-0.460384942099986,3.08021684891803,0.104556110143429,0.104525584949092,0.0219928300497915,0.053188,0.0389091952873501,10,-0.5,0.5,0.012,"truncated"
-1.40918987026687,4.07552674126753,0.0941231692776347,0.104664772316944,0.324607295189745,0.350422,0.478977732867339,3,-0.5,0.9,0,"censored"
-2.40612127221481,4.07552674126753,0.0530485342838458,0.141647565539172,0.165787746201251,0.350422,0.478977732867339,3,-0.5,0.9,0,"truncated"
-1.11136871238986,4.07552674126753,0.0959403250742819,0.106566634850662,0.185107295374732,0.225898,0.293219066449816,5,-0.5,0.9,0,"censored"
-2.19113538543368,4.07552674126753,0.10622855706119,0.104010712979512,0.0704130518237616,0.225898,0.293219066449816,5,-0.5,0.9,0,"truncated"
-0.693197330187123,4.07552674126753,0.109260143910792,0.112713073632655,0.051998401202486,0.099248,0.0859774209297017,10,-0.5,0.9,0,"censored"
-1.62193510360603,4.07552674126753,0.09561327056559,0.0972506505151973,0.0169810401541937,0.099248,0.0859774209297017,10,-0.5,0.9,0,"truncated"
-0.651807127213797,3.32011692273655,0.100691941337533,0.103847525210494,0.32487745416096,0.339074,0.405115674852494,3,-0.2,0.5,0,"censored"
-1.3674563204244,3.32011692273655,0.187210193464267,0.182956616173007,0.215161729358828,0.339074,0.405115674852494,3,-0.2,0.5,0,"truncated"
-0.470493120569892,3.32011692273655,0.0949783418601343,0.100672002086993,0.1729733793182,0.198336,0.221801806458534,5,-0.2,0.5,0.004,"censored"
-1.15497693575479,3.32011692273655,0.137442526321413,0.130276253040688,0.0993288214701459,0.198336,0.221801806458534,5,-0.2,0.5,0,"truncated"
-0.23666825501647,3.32011692273655,0.101843147063021,0.100977285461337,0.0390418187439001,0.0673279999999999,0.0491960413482691,10,-0.2,0.5,0.366,"censored"
-0.749018211532923,3.32011692273655,0.102082140789358,0.102396662361969,0.0204578661922444,0.0673279999999999,0.0491960413482691,10,-0.2,0.5,0,"truncated"
-2.52199557424682,5.19657627454597,0.091306700363802,0.10590793163952,0.325734988700607,0.361688,0.561410350443261,3,-0.2,0.9,0,"censored"
-3.54780738215679,5.19657627454597,0.00106307338598395,0.155476718117918,0.162100393369465,0.361688,0.561410350443261,3,-0.2,0.9,0,"truncated"
-2.11861739931266,5.19657627454597,0.0963894617271033,0.112446537835777,0.197019385190138,0.250332,0.382062158903599,5,-0.2,0.9,0,"censored"
-3.49837264621252,5.19657627454597,0.0635581992493802,0.0892283820436902,0.0526395433158073,0.250332,0.382062158903599,5,-0.2,0.9,0,"truncated"
