"Mean.bias","true.mean","Mean.rmse","Mean.ase","Rate","m.rate","true.rate","Time","rho","beta1","CP","Scenario"
0.000902449406182448,3.32011692273655,0.186849325904843,0.381622317618222,0.405215158499407,0.339074,0.405115674852494,3,-0.2,0.5,1,"censored"
0.0784385495449991,3.32011692273655,0.827095814104439,1.42860665920827,0.413652935020701,0.339074,0.405115674852494,3,-0.2,0.5,0.988,"truncated"
0.00596843727567231,3.32011692273655,0.155869622802477,0.335657697751982,0.222402006320827,0.198336,0.221801806458534,5,-0.2,0.5,1,"censored"
0.0129620479553738,3.32011692273655,0.447483415851623,0.802528434315377,0.223104619471602,0.198336,0.221801806458534,5,-0.2,0.5,0.994,"truncated"
0.000869646980727445,3.32011692273655,0.135181734519572,0.296099013353833,0.049234858523961,0.0673279999999999,0.0491960413482691,10,-0.2,0.5,1,"censored"
0.010349964480628,3.32011692273655,0.237282897669443,0.471295213384946,0.0496586828867571,0.0673279999999999,0.0491960413482691,10,-0.2,0.5,1,"truncated"
-0.000834852628147864,5.19657627454597,0.431571186316916,1.32667278160833,0.561358275775175,0.361688,0.561410350443261,3,-0.2,0.9,1,"censored"
0.116344293572404,5.19657627454597,1.48505813772735,4.13431578643899,0.568552750874379,0.361688,0.561410350443261,3,-0.2,0.9,0.996,"truncated"
0.0147859551923766,5.19657627454597,0.366917844730726,1.16886442824013,0.383106585154578,0.250332,0.382062158903599,5,-0.2,0.9,1,"censored"
0.0157038199326172,5.19657627454597,0.970808589520812,2.70605678030081,0.383171318192676,0.250332,0.382062158903599,5,-0.2,0.9,1,"truncated"
0.00935966057401671,5.19657627454597,0.310035597880215,1.01003082916977,0.146477391909947,0.128356,0.145971493266079,10,-0.2,0.9,1,"censored"
0.0124372105234434,5.19657627454597,0.58113407081123,1.75093628904127,0.146643720868305,0.128356,0.145971493266079,10,-0.2,0.9,1,"truncated"
-1.66106596726223e-05,3.49034295746184,0.206789990313305,0.446830283277961,0.423365891941094,0.341916,0.423367623713247,3,0,0.5,1,"censored"
0.0783958558820235,3.49034295746184,0.881738126115241,1.62488926769471,0.431437290581549,0.341916,0.423367623713247,3,0,0.5,0.99,"truncated"
0.00638117716526709,3.49034295746184,0.174262702194319,0.393019263932806,0.239330516274046,0.206002,0.238705671898385,5,0,0.5,1,"censored"
0.0161818362517918,3.49034295746184,0.501303329430438,0.944369471410542,0.240288930412689,0.206002,0.238705671898385,5,0,0.5,0.998,"truncated"
0.00182298241595813,3.49034295746184,0.149375625465618,0.345061109850677,0.057065682234227,0.075998,0.0569803977964594,10,0,0.5,1,"censored"
0.00824523125099397,3.49034295746184,0.265586465386712,0.560678684999738,0.0573664396788885,0.075998,0.0569803977964594,10,0,0.5,1,"truncated"
0.00541872004218558,6.11044743223061,0.561091783366032,1.95393132582012,0.612303372443541,0.368204,0.612037079793008,3,0,0.9,1,"censored"
0.146052089337892,6.11044743223061,1.82771806915379,5.8122344074823,0.619092021809438,0.368204,0.612037079793008,3,0,0.9,0.998,"truncated"
0.0175984200167818,6.11044743223061,0.477398492163867,1.71964066090179,0.442231938016854,0.26292,0.441193958949744,5,0,0.9,1,"censored"
0.0277723525519713,6.11044743223061,1.23030093049563,3.91078778523358,0.442830402272907,0.26292,0.441193958949744,5,0,0.9,1,"truncated"
0.0110289203015643,6.11044743223061,0.401152465132386,1.48297262768402,0.195226891658799,0.144226,0.194652109413748,10,0,0.9,1,"censored"
0.0174661445336453,6.11044743223061,0.778464329775402,2.58786490347694,0.195562198302045,0.144226,0.194652109413748,10,0,0.9,1,"truncated"
-0.0011191907492214,3.66929666761924,0.228582975764933,0.519920786981863,0.441381881371963,0.344662,0.441492000020112,3,0.2,0.5,1,"censored"
0.0817646527194071,3.66929666761924,0.948974381030361,1.84794719244551,0.44943068166392,0.344662,0.441492000020112,3,0.2,0.5,0.988,"truncated"
0.00539744646062212,3.66929666761924,0.192512598820907,0.457031726413554,0.256492085394234,0.212868,0.25597923139162,5,0.2,0.5,1,"censored"
0.0255792321717254,3.66929666761924,0.562957991396124,1.10519931043867,0.258405448351821,0.212868,0.25597923139162,5,0.2,0.5,0.998,"truncated"
0.0012090791484316,3.66929666761924,0.164567166447101,0.39976127383948,0.0655842174384442,0.083834,0.0655253669038445,10,0.2,0.5,1,"censored"
0.0138143487962883,3.66929666761924,0.299104619092252,0.662962949697268,0.066198597425022,0.083834,0.0655253669038445,10,0.2,0.5,1,"truncated"
-0.000470561138137704,7.18503219224197,0.724331465157931,2.80260210031409,0.658650647256461,0.37387,0.658668659565129,3,0.2,0.9,1,"censored"
0.166983343943063,7.18503219224197,2.1529410772324,7.94348408643248,0.664944720802162,0.37387,0.658668659565129,3,0.2,0.9,1,"truncated"
0.017941674971711,7.18503219224197,0.605773224205181,2.47037058059456,0.499494979727798,0.273558,0.498629917765244,5,0.2,0.9,1,"censored"
0.0569163931740082,7.18503219224197,1.57042603691288,5.54517123757923,0.501364491974942,0.273558,0.498629917765244,5,0.2,0.9,1,"truncated"
0.00404234028668071,7.18503219224197,0.505692654052967,2.12463560338644,0.248826446400854,0.157788,0.248631794890574,10,0.2,0.9,1,"censored"
0.0443520446508563,7.18503219224197,1.00566211710251,3.73798820636139,0.250763836737315,0.157788,0.248631794890574,10,0.2,0.9,1,"truncated"
0.00653213626956406,3.95507672292058,0.265460035781568,0.649327774745177,0.468945793301019,0.349028,0.46835965368883,3,0.5,0.5,1,"censored"
0.0753718340485725,3.95507672292058,1.06293052777812,2.22196410594985,0.475050566058604,0.349028,0.46835965368883,3,0.5,0.5,0.988,"truncated"
0.0062400525746571,3.95507672292058,0.222714400455586,0.568161341197398,0.283028818354092,0.222532,0.282465748774098,5,0.5,0.5,1,"censored"
0.0206411420063519,3.95507672292058,0.637598881663555,1.36326450314247,0.284325800698334,0.222532,0.282465748774098,5,0.5,0.5,0.998,"truncated"
0.00374819942424187,3.95507672292058,0.191273706174112,0.495401178294217,0.0799781278966584,0.095058,0.0797868992305116,10,0.5,0.5,1,"censored"
0.0112239098317297,3.95507672292058,0.351558945647806,0.834934228132872,0.0803598137225067,0.095058,0.0797868992305116,10,0.5,0.5,1,"truncated"
0.0182244123549218,9.1614091116088,1.02356204024961,4.6718370941428,0.721220450195811,0.381548,0.720751729598992,3,0.5,0.9,1,"censored"
0.185526895797993,9.1614091116088,2.82156445430589,12.4023196310339,0.725451692678275,0.381548,0.720751729598992,3,0.5,0.9,1,"truncated"
0.0229504075232541,9.1614091116088,0.87836710982158,4.1122742715934,0.580187602158624,0.287226,0.579396884229584,5,0.5,0.9,1,"censored"
0.081459129108044,9.1614091116088,2.06976149382409,8.93378591248909,0.582190468452518,0.287226,0.579396884229584,5,0.5,0.9,1,"truncated"
-0.00459951136044978,9.1614091116088,0.707514932028762,3.52718219734402,0.335516740697558,0.175618,0.33570074945495,10,0.5,0.9,1,"censored"
0.0620876997181821,9.1614091116088,1.41439652936342,6.19143819623526,0.338176440794843,0.175618,0.33570074945495,10,0.5,0.9,1,"truncated"
0.00253667394851398,4.15785784275601,0.2902330081077,0.744930712285743,0.48622419178629,0.351346,0.486010335121806,3,0.7,0.5,1,"censored"
0.0892026973256277,4.15785784275601,1.14101396155745,2.51178604528782,0.493431662122891,0.351346,0.486010335121806,3,0.7,0.5,0.988,"truncated"
0.00522894765181281,4.15785784275601,0.245842813903029,0.652798675372443,0.300883572636471,0.228276,0.30042945357619,5,0.7,0.5,1,"censored"
0.0232473350917228,4.15785784275601,0.689939853126331,1.56152695018159,0.302444929746829,0.228276,0.30042945357619,5,0.7,0.5,0.998,"truncated"
0.00477750003360544,4.15785784275601,0.209775999915667,0.568537760693776,0.0905073431900616,0.10189,0.090257856576088,10,0.7,0.5,1,"censored"
0.0131316353238269,4.15785784275601,0.384080646414903,0.966724814706844,0.090943882255749,0.10189,0.090257856576088,10,0.7,0.5,1,"truncated"
0.037957718664579,10.7725367288167,1.28414877382247,6.44054243212643,0.757669411628906,0.386076,0.756928911297728,3,0.7,0.9,1,"censored"
0.185334805596803,10.7725367288167,3.36737858993505,16.4092710518136,0.760502563989794,0.386076,0.756928911297728,3,0.7,0.9,1,"truncated"
0.00552427205153627,10.7725367288167,1.09823200942568,5.64267000678485,0.628823079143114,0.294772,0.628673502680905,5,0.7,0.9,1,"censored"
0.127191660014578,10.7725367288167,2.5484602737542,12.1232537054867,0.632087764182275,0.294772,0.628673502680905,5,0.7,0.9,1,"truncated"
0.00545561991273225,10.7725367288167,0.882608974061901,4.86495599493174,0.39541612801093,0.186266,0.395230372973078,10,0.7,0.9,1,"censored"
0.060904907458653,10.7725367288167,1.75429953194484,8.4730464046578,0.397298379484974,0.186266,0.395230372973078,10,0.7,0.9,1,"truncated"
0.00156113530554602,4.37103577292976,0.31941749345433,0.852716734633596,0.503540496249872,0.353814,0.503417123515349,3,0.9,0.5,1,"censored"
0.0999736261528845,4.37103577292976,1.23235989758972,2.83185479178089,0.511202533872728,0.353814,0.503417123515349,3,0.9,0.5,0.992,"truncated"
0.00647306435469286,4.37103577292976,0.269895594728648,0.747926567105763,0.319115507671529,0.233764,0.318576184354998,5,0.9,0.5,1,"censored"
0.0213061319866865,4.37103577292976,0.745223229300823,1.77704893048446,0.320348793045538,0.233764,0.318576184354998,5,0.9,0.5,0.998,"truncated"
0.00549913063814955,4.37103577292976,0.230470064816361,0.650086015519803,0.101782951629302,0.108312,0.101490785238189,10,0.9,0.5,1,"censored"
0.016691900756368,4.37103577292976,0.425494581834972,1.11472234618157,0.10237794051374,0.108312,0.101490785238189,10,0.9,0.5,1,"truncated"
0.0274957872057158,12.6669976375858,1.57671347750417,8.71383155924578,0.789525663835644,0.389898,0.789120758767474,3,0.9,0.9,1,"censored"
0.201382788468541,12.6669976375858,4.05671170868908,21.5545624825961,0.792050940547091,0.389898,0.789120758767474,3,0.9,0.9,1,"truncated"
-0.014936158488732,12.6669976375858,1.36837153657023,7.64232188918049,0.673550357998831,0.30153,0.673864296946055,5,0.9,0.9,1,"censored"
0.186553290295667,12.6669976375858,3.03646438107876,16.1913543063753,0.677735920960625,0.30153,0.673864296946055,5,0.9,0.9,1,"truncated"
0.0194598398527894,12.6669976375858,1.11571809814327,6.6224408657108,0.454643306525231,0.195966,0.4540930906986,10,0.9,0.9,1,"censored"
0.0573380931583056,12.6669976375858,2.13024139523768,11.425260793095,0.455711364646171,0.195966,0.4540930906986,10,0.9,0.9,1,"truncated"
